[0] 0x0000    7.633   15.130    7.277:   122.06     1.19   -86.79 1627334607.8102
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.8102
[0] 0x0000    7.633   15.130    7.277:   122.06     1.19   -86.79 1627334607.8143
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.8143
[0] 0x0000    7.633   15.130    7.277:   122.06     1.19   -86.79 1627334607.8185
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8185
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8227
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8227
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8268
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8268
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8310
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8310
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8352
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8352
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8393
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8393
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8435
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8435
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8476
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8476
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8518
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8518
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8560
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8560
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.79 1627334607.8601
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8601
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8643
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8643
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8685
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8685
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8726
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8726
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8768
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8768
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8810
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8810
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8851
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8851
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8893
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8893
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8935
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8935
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.8976
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.8976
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.9018
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9018
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.9060
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9060
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.9101
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9101
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.9143
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9143
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.9184
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9184
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.9226
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9226
[0] 0x0000    7.633   15.130    7.277:   122.08     1.19   -86.81 1627334607.9268
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9268
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.81 1627334607.9309
[1] 0x0000    7.537   16.910    7.000:   103.16     6.77    18.98 1627334607.9309
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.81 1627334607.9351
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9351
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.81 1627334607.9393
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9393
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.81 1627334607.9434
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9434
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.81 1627334607.9476
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9476
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.81 1627334607.9518
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9518
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9559
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9559
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9601
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9601
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9643
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9643
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9684
[1] 0x0000    7.537   16.910    7.000:   103.14     6.77    18.98 1627334607.9684
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9726
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334607.9726
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9768
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334607.9768
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9809
[1] 0x0000    7.541   16.910    7.000:   103.16     6.77    18.98 1627334607.9809
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9851
[1] 0x0000    7.541   16.910    7.000:   103.16     6.77    18.98 1627334607.9851
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9893
[1] 0x0000    7.541   16.910    7.000:   103.16     6.77    18.98 1627334607.9893
[0] 0x0000    7.633   15.130    7.277:   122.08     1.16   -86.79 1627334607.9934
[1] 0x0000    7.541   16.910    7.000:   103.16     6.77    18.98 1627334607.9934
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334607.9976
[1] 0x0000    7.541   16.910    7.000:   103.16     6.77    18.98 1627334607.9976
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0017
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0017
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0059
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0059
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0101
